Bar0, 20.319700983416194
Bar1, 21.20150959828719
Bar2, 21.932721268643174
Bar3, 18.74931959211816
Bar4, 17.673367928294084
Bar5, 14.790252930289945
Bar6, 13.864898210980881
Bar7, 11.735675146060894
Bar8, 10.20611822767355
Bar9, 7.774794063214431
Bar10, 8.808106833109557
Bar11, 4.871720434009508
Bar12, 5.602024893856374
Bar13, 3.6233987734513926
Bar14, 3.7513154552382364
Bar15, 2.9765576804441736
Bar16, 2.6535907391951254
Bar17, 1.5767318648619262
Bar18, 1.5549588126428895
Bar19, 0.9317051928729561
Bar20, 12.654679391806079
